,json,title_rough,check,title,imdb_id,big_json,seasons,cancelled,runtime,genres,parental_rating,imdb_rating,release_date,plot,year,type,votes,metascore,keywords,first_year,is_new
992,"{u'imdbID': u'tt0802146', u'Title': u'Help Me Help You', u'Type': u'series', u'Poster': u'N/A', u'Year': u'2006–'}",September 26 - Help Me Help You,1,Help Me Help You,tt0802146,"{u'totalSeasons': u'1', u'Plot': u'N/A', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Help Me Help You', u'Country': u'USA', u'Writer': u'Jennifer Konner, Alexandra Rushfield', u'Metascore': u'N/A', u'imdbRating': u'6.8', u'Director': u'N/A', u'Released': u'26 Sep 2006', u'Actors': u'Ted Danson, Jere Burns, Charlie Finn, Jim Rash', u'Year': u'2006–', u'Genre': u'Comedy', u'Awards': u'1 nomination.', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'N/A', u'imdbVotes': u'326', u'imdbID': u'tt0802146'}",1,1,30 min,Comedy,,6.8,26 Sep 2006,,2006–,series,326,,[],2006,0
993,"{u'imdbID': u'tt0805669', u'Title': u'Ugly Betty', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4ODA2OTg5MF5BMl5BanBnXkFtZTcwNzcyMTQ5Mg@@._V1_SX300.jpg', u'Year': u'2006–2010'}",September 28 - Ugly Betty,1,Ugly Betty,tt0805669,"{u'totalSeasons': u'4', u'Plot': u'A young, smart and wise woman named Betty Suarez goes on a journey to find her inner beauty. The only problem is that it's hard for a slightly less attractive woman to find her beauty surrounded by tall skinny models at a fashion magazine but Betty doesn't let this stop her or her positive attitude towards her work.', u'Rated': u'TV-PG', u'Response': u'True', u'Language': u'English', u'Title': u'Ugly Betty', u'Country': u'USA', u'Writer': u'Silvio Horta, Fernando Gaitán', u'Metascore': u'N/A', u'imdbRating': u'6.5', u'Director': u'N/A', u'Released': u'28 Sep 2006', u'Actors': u'America Ferrera, Eric Mabius, Tony Plana, Ana Ortiz', u'Year': u'2006–2010', u'Genre': u'Comedy, Drama, Romance', u'Awards': u'Won 2 Golden Globes. Another 48 wins & 117 nominations.', u'Runtime': u'60 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4ODA2OTg5MF5BMl5BanBnXkFtZTcwNzcyMTQ5Mg@@._V1_SX300.jpg', u'imdbVotes': u'35,179', u'imdbID': u'tt0805669'}",4,0,60 min,"Comedy, Drama, Romance",TV-PG,6.5,28 Sep 2006,"A young, smart and wise woman named Betty Suarez goes on a journey to find her inner beauty. The only problem is that it's hard for a slightly less attractive woman to find her beauty surrounded by tall skinny models at a fashion magazine but Betty doesn't let this stop her or her positive attitude towards her work.",2006–2010,series,"35,179",,"[magazine, fashion, 2010s, 2000s, latino, hispanic, gay kid, girl with glasses, queens new york city, manhattan new york city, cult tv, mother son relationship, magazine editor, father son relationship, brother sister relationship, family relationships, power, gay couple, transsexual, gay, workplace, geek, sister sister relationship, publishing, new york city, aunt, fashion model, father daughter relationship, editor, personal assistant, character name in title, sitcom]",2006,0
994,"{u'imdbID': u'tt0890553', u'Title': u'Paula's Party', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTg2NTgzNzgxN15BMl5BanBnXkFtZTgwMzk5OTczMjE@._V1_SX300.jpg', u'Year': u'2006–'}",September 29 - Paula's Party,1,Paula's Party,tt0890553,"{u'totalSeasons': u'N/A', u'Plot': u'Paula Deen cooks with an audience.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Paula's Party', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'4.9', u'Director': u'N/A', u'Released': u'29 Sep 2006', u'Actors': u'Paula Deen', u'Year': u'2006–', u'Genre': u'Talk-Show', u'Awards': u'N/A', u'Runtime': u'60 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTg2NTgzNzgxN15BMl5BanBnXkFtZTgwMzk5OTczMjE@._V1_SX300.jpg', u'imdbVotes': u'55', u'imdbID': u'tt0890553'}",0,0,60 min,Talk-Show,,4.9,29 Sep 2006,Paula Deen cooks with an audience.,2006–,series,55,,"[two word title, apostrophe in title, name in title, performer name in title, cooking]",2006,0
995,"{u'imdbID': u'tt0474506', u'Title': u'Tabloid Wars', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjUwNDk1MDU5N15BMl5BanBnXkFtZTgwMzc3OTkwMzE@._V1_SX300.jpg', u'Year': u'2006–'}",August 1 - Tabloid Wars,1,Tabloid Wars,tt0474506,"{u'totalSeasons': u'1', u'Plot': u'N/A', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Tabloid Wars', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'7.7', u'Director': u'N/A', u'Released': u'24 Jul 2006', u'Actors': u'N/A', u'Year': u'2006–', u'Genre': u'Documentary', u'Awards': u'N/A', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjUwNDk1MDU5N15BMl5BanBnXkFtZTgwMzc3OTkwMzE@._V1_SX300.jpg', u'imdbVotes': u'12', u'imdbID': u'tt0474506'}",1,1,,Documentary,,7.7,24 Jul 2006,,2006–,series,12,,[],2006,0
996,"{u'imdbID': u'tt0839188', u'Title': u'Metalocalypse', u'Type': u'series', u'Poster': u'N/A', u'Year': u'2006–'}",August 6 - Metalocalypse,1,Metalocalypse,tt0839188,"{u'totalSeasons': u'5', u'Plot': u'Dethklok is the biggest, baddest, and most famous heavy metal band in the world. The quintet, consisting of Americans Nathan Explosion (vocals), William Murderface (bass), and Pickles the Drummer, along with Scandinavian guitarists Toki Wartooth and Skwisgaar Skwigelf, have to deal with their fame and other situations in their lives, all the while being monitored by a government organization out to destroy them.', u'Rated': u'TV-MA', u'Response': u'True', u'Language': u'English', u'Title': u'Metalocalypse', u'Country': u'USA', u'Writer': u'Tommy Blacha, Brendon Small', u'Metascore': u'N/A', u'imdbRating': u'8.3', u'Director': u'N/A', u'Released': u'06 Aug 2006', u'Actors': u'Tommy Blacha, Brendon Small, Mark Hamill, Victor Brandt', u'Year': u'2006–', u'Genre': u'Animation, Comedy, Music', u'Awards': u'N/A', u'Runtime': u'11 min', u'Type': u'series', u'Poster': u'N/A', u'imdbVotes': u'12,597', u'imdbID': u'tt0839188'}",5,0,11 min,"Animation, Comedy, Music",TV-MA,8.3,06 Aug 2006,"Dethklok is the biggest, baddest, and most famous heavy metal band in the world. The quintet, consisting of Americans Nathan Explosion (vocals), William Murderface (bass), and Pickles the Drummer, along with Scandinavian guitarists Toki Wartooth and Skwisgaar Skwigelf, have to deal with their fame and other situations in their lives, all the while being monitored by a government organization out to destroy them.",2006–,series,"12,597",,"[band, death metal, scandinavian, drummer, heavy metal, late night, one word title, adult animation, rock 'n' roll, nihilist, violence, swede, singer, rock star, rock music, norwegian, illuminati, government conspiracy, dark, blood, cult tv, satire, bassist, accidental killing, manager, thick accent, male musician, guitar player, entertainer, celebrity, bleeped dialogue, lisp, tribunal, sadism, funny accent, fictional band, brutality, black comedy]",2006,0
997,"{u'imdbID': u'tt0487229', u'Title': u'Three Moons Over Milford', u'Type': u'series', u'Poster': u'N/A', u'Year': u'2005–'}",August 6 - Three Moons Over Milford,1,Three Moons Over Milford,tt0487229,"{u'totalSeasons': u'1', u'Plot': u'Thus, the continuous threat of an imminent ""Judgment Day"" causes many people to question their lives and live them to extremes by quitting jobs, indulging vices and living as if each day were their last.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Three Moons Over Milford', u'Country': u'USA, Canada', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'6.6', u'Director': u'N/A', u'Released': u'N/A', u'Actors': u'Sam Murphy, Rob Boltin, Nora Dunn, Samantha Quan', u'Year': u'2005–', u'Genre': u'Comedy, Fantasy', u'Awards': u'N/A', u'Runtime': u'60 min', u'Type': u'series', u'Poster': u'N/A', u'imdbVotes': u'165', u'imdbID': u'tt0487229'}",1,1,60 min,"Comedy, Fantasy",,6.6,,"Thus, the continuous threat of an imminent ""Judgment Day"" causes many people to question their lives and live them to extremes by quitting jobs, indulging vices and living as if each day were their last.",2005–,series,165,,"[four word title, end of the world, small town, single mother, mother son relationship, mother daughter relationship, moon, lawyer, absent father, number in title]",2005,0
998,"{u'imdbID': u'tt0498617', u'Title': u'Gene Simmons: Family Jewels', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTc2MzI1MDYyM15BMl5BanBnXkFtZTcwMDIyMDkzMQ@@._V1_SX300.jpg', u'Year': u'2006–'}",August 7 - Gene Simmons Family Jewels,1,Gene Simmons Family Jewels,tt0498617,"{u'totalSeasons': u'7', u'Plot': u'A look at the family life of rock star and Kiss front man, Gene Simmons.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Gene Simmons: Family Jewels', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'5.8', u'Director': u'N/A', u'Released': u'07 Aug 2006', u'Actors': u'Shannon Tweed, Nick Simmons, Sophie Simmons, Gene Simmons', u'Year': u'2006–', u'Genre': u'Reality-TV', u'Awards': u'1 nomination.', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTc2MzI1MDYyM15BMl5BanBnXkFtZTcwMDIyMDkzMQ@@._V1_SX300.jpg', u'imdbVotes': u'1,809', u'imdbID': u'tt0498617'}",7,0,,Reality-TV,,5.8,07 Aug 2006,"A look at the family life of rock star and Kiss front man, Gene Simmons.",2006–,series,"1,809",,"[rock star, lifestyle, family relationships, father son relationship, father daughter relationship, performer name in title, non fiction]",2006,0
999,"{u'imdbID': u'tt0968235', u'Title': u'CMT Cross Country', u'Type': u'series', u'Poster': u'N/A', u'Year': u'2006–'}",August 11 - CMT Cross Country,1,CMT Cross Country,tt0968235,"{u'totalSeasons': u'N/A', u'Plot': u'N/A', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'CMT Cross Country', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Director': u'N/A', u'Released': u'16 Aug 2006', u'Actors': u'Vince Gill, Alison Krauss, John Anderson, Big & Rich', u'Year': u'2006–', u'Genre': u'Music', u'Awards': u'N/A', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'N/A', u'imdbVotes': u'N/A', u'imdbID': u'tt0968235'}",0,0,,Music,,,16 Aug 2006,,2006–,series,,,[non fiction],2006,0
1000,"{u'imdbID': u'tt0842903', u'Title': u'Ace of Cakes', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTY3MDk4MDI4NF5BMl5BanBnXkFtZTgwNTEzNzgzNDE@._V1_SX300.jpg', u'Year': u'2006–'}",August 17 - Ace of Cakes,1,Ace of Cakes,tt0842903,"{u'totalSeasons': u'10', u'Plot': u'Chef and owner of Charm City Cakes in Baltimore, Maryland, Duff Goldman, and his crew of decorators attempt to create amazing and awe-inspiring cakes for their clients each week.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Ace of Cakes', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'7.3', u'Director': u'N/A', u'Released': u'06 Aug 2006', u'Actors': u'Erica Reid Harrison, Duff Goldman, Geoffry Manthorne, Mary Alice Fallon Yeskey', u'Year': u'2006–', u'Genre': u'Reality-TV', u'Awards': u'N/A', u'Runtime': u'21 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTY3MDk4MDI4NF5BMl5BanBnXkFtZTgwNTEzNzgzNDE@._V1_SX300.jpg', u'imdbVotes': u'1,083', u'imdbID': u'tt0842903'}",10,0,21 min,Reality-TV,,7.3,06 Aug 2006,"Chef and owner of Charm City Cakes in Baltimore, Maryland, Duff Goldman, and his crew of decorators attempt to create amazing and awe-inspiring cakes for their clients each week.",2006–,series,"1,083",,"[cake, chef, baltimore maryland, food, fondant, personal stories, teamwork, construction, power tool, birthday cake, bride and groom, sous chef, artist, sugar art, replica, gum paste, wedding cake, bakery, small business owner, friend, culinary artist, concept cake, theme party, modeling chocolate, cake sculpting, cake decorating, baker, cake decorator]",2006,0
1001,"{u'imdbID': u'tt0499591', u'Title': u'Vanished', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTQ5NDE3NDc2Nl5BMl5BanBnXkFtZTYwNzE5OTY2._V1_SX300.jpg', u'Year': u'2006–'}",August 21 - Vanished,1,Vanished,tt0499591,"{u'totalSeasons': u'1', u'Plot': u'The FBI examines various crimes all somehow relating to the kidnapping of Sara, U.S. senator Jeffrey Collins's second wife, from Atlanta. First FBI special agent Graham Kelton is in charge, who proved his value in a previous kidnapping case but was traumatized for life by its ending, costing the life of his own son Nathan, takes charge, but quickly finds he's not just dealing with ransom-thieves but facing a complex conspiratorial web involving the senator's crucial political role, notably in judge Wallace Rainer's presidential nomination to the Supreme Court, his first wife Jessica Nevins, their teenage children Max and Marcy, and probably even Nathan's kidnapper-murderer. After Graham's murder in the line of duty, well-connected Special Agent Danny Lucas, dropped from the top, proves as competent and tenacious but faces new, mysterious complications.', u'Rated': u'TV-14', u'Response': u'True', u'Language': u'English', u'Title': u'Vanished', u'Country': u'USA', u'Writer': u'Josh Berman', u'Metascore': u'N/A', u'imdbRating': u'7.2', u'Director': u'N/A', u'Released': u'21 Aug 2006', u'Actors': u'John Allen Nelson, Joanne Kelly, Margarita Levieva, John Patrick Amedori', u'Year': u'2006–', u'Genre': u'Drama, Mystery, Thriller', u'Awards': u'N/A', u'Runtime': u'60 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTQ5NDE3NDc2Nl5BMl5BanBnXkFtZTYwNzE5OTY2._V1_SX300.jpg', u'imdbVotes': u'1,502', u'imdbID': u'tt0499591'}",1,1,60 min,"Drama, Mystery, Thriller",TV-14,7.2,21 Aug 2006,"The FBI examines various crimes all somehow relating to the kidnapping of Sara, U.S. senator Jeffrey Collins's second wife, from Atlanta. First FBI special agent Graham Kelton is in charge, who proved his value in a previous kidnapping case but was traumatized for life by its ending, costing the life of his own son Nathan, takes charge, but quickly finds he's not just dealing with ransom-thieves but facing a complex conspiratorial web involving the senator's crucial political role, notably in judge Wallace Rainer's presidential nomination to the Supreme Court, his first wife Jessica Nevins, their teenage children Max and Marcy, and probably even Nathan's kidnapper-murderer. After Graham's murder in the line of duty, well-connected Special Agent Danny Lucas, dropped from the top, proves as competent and tenacious but faces new, mysterious complications.",2006–,series,"1,502",,[],2006,0
1002,"{u'imdbID': u'tt0762067', u'Title': u'Wow! Wow! Wubbzy!', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MjIzODAzNl5BMl5BanBnXkFtZTcwNTQ0OTQ3MQ@@._V1_SX300.jpg', u'Year': u'2006–'}",August 28 - Wow! Wow! Wubbzy!,1,Wow! Wow! Wubbzy!,tt0762067,"{u'totalSeasons': u'3', u'Plot': u'Join Wubbzy and all of his Wuzzleburg friends! Widget is the busiest builder and fix-it whiz, Walden knows all about science and art, Daizy is the sweet girly-girl next door and Wubbzy is ...', u'Rated': u'TV-Y', u'Response': u'True', u'Language': u'English, French', u'Title': u'Wow! Wow! Wubbzy!', u'Country': u'USA', u'Writer': u'Bob Boyle', u'Metascore': u'N/A', u'imdbRating': u'6.0', u'Director': u'N/A', u'Released': u'N/A', u'Actors': u'Lara Jill Miller, Carlos Alazraqui, Grey Griffin, Tara Strong', u'Year': u'2006–', u'Genre': u'Animation, Family', u'Awards': u'1 win & 3 nominations.', u'Runtime': u'25 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MjIzODAzNl5BMl5BanBnXkFtZTcwNTQ0OTQ3MQ@@._V1_SX300.jpg', u'imdbVotes': u'481', u'imdbID': u'tt0762067'}",3,0,25 min,"Animation, Family",TV-Y,6.0,,"Join Wubbzy and all of his Wuzzleburg friends! Widget is the busiest builder and fix-it whiz, Walden knows all about science and art, Daizy is the sweet girly-girl next door and Wubbzy is ...",2006–,series,481,,"[exclamation point in title, three word title, children's tv show, repetition in title]",2006,0
1003,"{u'imdbID': u'tt0275137', u'Title': u'Justice League', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5Mzg3Njc5MV5BMl5BanBnXkFtZTYwNjQxMzM5._V1_SX300.jpg', u'Year': u'2001–2006'}",August 30 - Justice,1,Justice,tt0275137,"{u'totalSeasons': u'5', u'Plot': u'Forces of evil, chaos, and destruction await. Not even protectors like Superman, Batman, Wonder Woman, Green Lantern, the Flash, Hawkgirl or the Martian Manhunter may have a chance alone. But together as the Justice League, they are a metahuman force (and a hope) to be reckoned with.', u'Rated': u'TV-PG', u'Response': u'True', u'Language': u'English', u'Title': u'Justice League', u'Country': u'USA', u'Writer': u'Jack Kirby, Bob Kane, William Moulton Marston, Joe Shuster, Jerry Siegel, Otto Binder, Christopher Keenan, Linda Steiner, Gardner Fox', u'Metascore': u'N/A', u'imdbRating': u'8.6', u'Director': u'N/A', u'Released': u'17 Nov 2001', u'Actors': u'Carl Lumbly, George Newbern, Phil LaMarr, Kevin Conroy', u'Year': u'2001–2006', u'Genre': u'Animation, Action, Adventure', u'Awards': u'Nominated for 2 Primetime Emmys. Another 9 nominations.', u'Runtime': u'22 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5Mzg3Njc5MV5BMl5BanBnXkFtZTYwNjQxMzM5._V1_SX300.jpg', u'imdbVotes': u'27,762', u'imdbID': u'tt0275137'}",5,0,22 min,"Animation, Action, Adventure",TV-PG,8.6,17 Nov 2001,"Forces of evil, chaos, and destruction await. Not even protectors like Superman, Batman, Wonder Woman, Green Lantern, the Flash, Hawkgirl or the Martian Manhunter may have a chance alone. But together as the Justice League, they are a metahuman force (and a hope) to be reckoned with.",2001–2006,series,"27,762",,"[dc animated universe, changing size, growing in size, giantess, action hero, action heroine, flying, cult tv, good versus evil, friendship, humanoid, friend, superhero team, based on comic book, superpower, epic, alien, villain, super villain, superhero, superheroine, earth]",2001,0
